;SKIL;VISL;MARK;MSGM;VISM;MLRT;PANW;AREN;GAXYQ;GOOGL;DTII;FTNT;SBIG;ASTC;NSSC;APLD;ACMR;APYP;AVCTQ;DPSI;PLUS;ANET;GTCH;MCHP;SATT;AVNW;CSGP;DTST;VRNS;AMPG;SWI;SEII;WYY;AAPL;POWI;ZRFY;VRME;GRPN;HPTO;GIFT;STTH;LFER;GZIC;LGIQ;WSTL;QUIK;GIGA;OMQS;TGHI;FALC;SPSC;IPWR;DIRV;PSYC;DSGT;FUBO;BLIN;DELL;HEAR;AEYE;ICLD;ADGO;WDDD;NEON;INAPQ;AEEX;XRX;PALT;DZSI;SRAX;FNCX;VMEMQ;RTNB;LEDS;PRKR;ACLS;COYNQ;ELON;NFLX;ANIX;SDCH;CPAH;YPPN;QRVO;RBBN;DROP;MMPWQ;IDN;ADTM;ACIW;INVE;UBIQ;CTSH;PEGA;MANH;TCX;SHSP;MFON;AFOP;VUZI;PULS.1;IGOI;CRM;APPS;TRMB;MRVC;DLGC;THQIQ;NTWK;SATCQ;AUTO;ASUR;MOVED;PWAVQ;LVLT;RNWK;AMBTQ;PKT;COHR;PLCM;ORSX;WESTD;MSI;RFIL;AGNUQ;ESLRQ;NATI;PRGS;ATNY;INUV;RVBD;KEME;WAVED;ONSM;TESS;TXCCQ;OCLR;NETL.1;PRVTD;DTRM;VTSS;XCRA;ANLY
T-151;-21.4087;-208.9412;72.2185;38.7633;-27.4814;;-757.4284;;-54.5426;-19.9282;49.0722;107.5075;1.8483;-58.5636;-51.4852;23.6272;32.7143;7.4452;10.6864;420.9157;20.2448;-116.0203;24.1817;76.0955;-915.7284;28.9241;-40.9534;143.1461;14.3181;-88.8608;-23.4551;;93.6811;-64.8271;21.9202;-64.7098;-13.4897;-0.3951;-139.3134;-3397.7582;;-3.7556;-2379.9158;154.7979;-10.3505;;-1193.7862;24987.7461;48.492;78.9821;48.3781;;;-21.6443;;44.6003;137.3896;13.9354;339.1196;42.7135;40.6945;1040258.8368;;-126.4183;-8.802;11.3911;53.273;;;18.6375;241.329;43.0792;477.2601;153.0238;-27.8987;1.7831;215.9331;-218.7363;122.6569;;10.9445;485.2982;67.1032;;;7.0045;1337.9063;173.8895;32.2379;-23.2107;200.8815;-31.2186;88.3265;-24.9817;49.8717;55.8948;-471.0669;;;1.552;35.1104;69.9296;-36.4606;-22.8322;79.5258;-26.7387;269.2226;122.3432;85.9723;216.5128;;-16.2212;;20.8999;;;1139.0547;64.6959;75.0317;2.8254;-258.1005;265.359;67.6285;75.4886;;-26.7943;16.0545;-1.2503;799.52;-648.7273;46.8416;3.7486;-9.0368;178.9424;44.4482;-159.1425;255.6125;2.2011;329.4598;380.1558;7.1486;36.0796;779.2006
T-149;-26.398;-207.5615;-394.7781;;-26.875;-38.1621;-732.8887;35.9962;-54.5618;-21.7807;58.0471;108.1963;3.9623;-58.006;-47.3109;22.5508;30.7376;10.5333;10.7539;;20.1221;-116.4269;24.251;57.2556;-936.2665;18.7572;-40.9597;134.7334;13.5066;-87.6462;-21.3904;113.0479;;-60.4453;22.2802;-61.4287;-13.9086;-9.498;-140.7831;;26.23;-3.527;-2400.816;152.4136;-11.0584;-2.2123;-1194.619;;49.4383;78.0974;49.7616;140.3306;-73.8816;-396.9435;-17.0784;39.1101;138.5667;14.1622;341.6839;43.0459;41.7731;;-58.8616;-125.9788;-6.803;20.0429;52.9681;-91.3058;127.6709;18.5985;243.1664;;473.01;152.523;-36.785;20.6616;245.6208;-218.5731;123.8591;-535.7545;10.9651;485.3134;66.8885;47.9376;1.9573;7.1099;;174.1936;31.9388;-23.3592;151.5388;-31.2768;89.2785;-24.8523;49.9568;55.9888;-471.5065;-53.9146;-7.5368;-2.0197;35.0842;67.3676;-36.4359;-33.1652;263.3318;;273.3949;120.0367;85.9726;;-1.0576;-18.7635;16.0185;13.0511;-86.9452;-58.3841;1127.9595;66.419;74.9388;17.9275;;264.7774;;128.871;-429.7928;-28.82;18.0448;-9.4849;792.5386;-647.5387;46.7051;5.191;-7.7923;181.4074;45.448;-142.9447;258.2176;1.52;312.1216;;;39.8309;41.1419
T-148;-22.0737;-212.4533;;41.3059;-27.3858;-38.4908;-805.7747;35.4794;-54.4103;-19.2935;49.132;107.6578;;-59.5397;-49.1637;21.9172;31.1481;9.6398;10.5748;425.257;20.2952;-119.4501;23.5375;49.7176;-912.2224;21.2341;-40.9474;126.3017;13.4389;-88.6509;-23.1429;;87.7404;-57.063;19.7212;-64.8494;-14.3772;;;-72655.4806;29.4393;-3.6102;-2401.2883;150.3263;-11.922;-2.4486;-1193.3386;25200.7173;48.8704;82.8964;48.7701;140.6965;-69.4373;;-17.5549;;138.2932;13.2204;339.8279;;43.1384;1028233.8942;-51.3932;-127.2624;-7.409;-57.447;-158.4884;114.3616;132.9792;18.6212;1270.8244;43.0744;477.7362;151.3596;-26.109;-1.6098;178.1099;-218.1724;123.7932;-561.4637;10.9016;485.9415;67.078;46.8772;2.899;6.9352;;174.1392;32.2228;-24.2981;153.1305;-31.2681;89.2586;-24.7973;50.0187;56.0972;-470.957;-53.8858;-8.1051;1.4589;36.603;;-36.6333;-23.7688;;;273.3242;122.2999;85.9724;;;-13.9933;19.1872;19.0184;-88.0809;-65.0971;;66.5954;75.0578;-0.5237;-253.3668;262.1141;69.0195;89.85;-392.6139;77.3751;17.1155;-8.868;802.8166;-665.8909;39.0804;4.129;-19.7785;181.4891;45.1343;-149.1412;261.9001;1.4844;351.6316;376.4238;11.205;-13.0973;-27.1602
T-147;-24.1518;-211.0148;-386.0006;40.9294;-28.3774;-38.6129;;35.5895;-52.3994;-16.7193;49.9498;108.0232;-69.413;-52.9404;-49.1175;22.2156;29.8598;11.129;10.64;;20.5205;-118.8147;24.1953;61.5495;-917.7856;24.6891;-40.9439;123.0195;18.0989;-87.474;-22.1619;113.2066;85.7628;-58.8588;27.2118;-63.1074;;-7.1088;;-3158.0613;26.7127;;;153.0248;-20.3659;-3.7013;-1187.0482;25495.2507;48.612;;58.473;143.2981;-73.5344;-21.1899;-17.4381;32.0281;137.2627;13.3416;339.9372;;41.2783;1009715.211;-53.4001;-127.9847;-8.7382;29.206;52.0089;-87.8871;139.265;18.7519;244.7724;41.3424;474.7325;152.5209;;-4.8498;208.1041;;123.7774;-542.1181;10.8427;486.1688;;47.1722;1.864;;1339.1465;;32.2498;-23.7276;152.3135;-31.3084;89.0168;-24.8836;49.8574;55.9986;-471.038;-53.9156;-8.3131;22.8509;35.0731;62.0356;-36.5638;-22.4846;39.5168;-25.7044;277.0651;120.7426;85.972;216.6615;3.3881;-13.8901;15.4259;17.7506;-87.2722;-67.1084;1123.6607;66.9128;75.2076;10.6411;-249.3047;264.7563;70.3555;94.6481;-397.1854;-28.882;21.3852;-10.2956;749.3222;-646.933;47.3357;;;;47.7243;;;2.0695;303.4805;386.4622;7.0657;40.772;398.4466
T-146;-21.6034;-211.174;-391.4606;67.6754;-29.6008;-37.8109;-1142.8607;35.9268;-54.4006;;47.981;105.855;1.254;-57.9245;-49.2069;22.5826;30.2084;5.1993;10.673;426.3326;20.3192;-127.8995;23.8906;34.7665;;20.3939;-40.9392;-1121.1818;13.2136;-89.5066;-26.0125;109.6728;85.6418;-59.4813;21.1137;-66.2065;;-5.697;-143.6879;21523.5881;25.8879;-5.0187;-2435.1682;153.0386;-11.1032;-2.3411;;21575.0801;46.9563;77.558;48.442;139.97;-73.894;-21.1658;;42.3747;137.605;7.6449;346.0707;42.9852;41.6009;1034944.4071;-53.8123;-127.2899;-7.2757;16.903;43.0607;-88.9386;130.8443;;243.8369;43.103;477.4364;152.9464;-28.2433;-1.2082;173.8236;-218.9396;123.8395;;10.932;485.4791;67.2021;46.8839;2.1519;6.8993;1316.5674;174.0411;37.739;-23.6734;155.3564;-31.3066;89.5486;-20.1191;50.0529;56.066;-470.4971;-53.9432;-7.7886;;;68.5752;-36.4758;-23.9764;78.3416;-15.1298;;120.3836;85.9723;218.4292;0.1555;-15.3252;15.5014;-7.1398;;-61.1173;1127.1403;66.8667;76.1299;88.7183;-255.4828;263.5792;67.6513;87.9485;-390.8022;-29.2018;17.5587;-6.4369;804.2776;-636.5076;48.9375;4.9754;-6.2618;181.0337;44.4712;-151.822;255.3899;3.5278;410.5247;380.3134;3.6056;39.4626;126.3489
T-145;-20.5461;-209.365;-386.1893;40.9483;-27.6774;-38.5154;-730.5878;35.0578;-54.1303;-20.8372;49.7251;107.6458;1.1306;-57.91;;24.3038;30.8359;10.9806;10.6181;;21.0396;-101.1688;23.6985;58.9687;-916.6242;17.3831;-40.962;120.9497;14.0258;-88.5404;-24.0912;113.5036;89.1366;-62.1049;22.6147;-62.8363;;9.9877;;-3371.7097;26.2242;-3.8264;-2421.6848;150.4317;-12.1773;-4.0075;-1201.433;25225.0298;48.3235;;48.8425;140.4906;-74.1604;-27.7537;;42.0452;138.1789;13.4553;339.8497;43.4971;43.1084;1030569.586;-49.1405;-135.9355;-6.3645;20.8769;;-90.0553;146.8375;18.8321;238.4434;43.2259;477.2421;152.4419;-36.3991;-2.6791;97.0137;-218.6152;123.7801;-542.481;;485.2522;67.102;46.8568;1.8705;5.8929;1339.464;174.1876;32.2953;-12.6446;151.3955;-31.2607;89.4428;-24.8707;49.8034;56.0173;-470.9888;-53.9071;;;35.0942;33.7032;-32.1178;-22.314;79.1478;-24.8894;273.26;117.9031;85.9723;217.0967;;-30.0141;15.455;17.3764;-86.452;-58.4274;;63.4365;74.3886;16.1336;-256.3943;274.8069;68.008;960.2388;-1221.9142;-28.8791;17.1655;-9.4959;796.8304;-648.0091;47.4531;;-7.9854;194.337;44.4279;-148.898;257.8804;2.043;325.0222;332.6843;7.0151;20.4411;210.2546
T-144;-22.4438;-203.5558;-399.5142;32.7973;-25.5757;-38.0255;-712.3661;35.7047;-54.3807;-17.6278;49.1457;107.4815;;-56.2463;-49.9993;23.1642;30.5843;8.733;10.8368;;20.3273;-116.7017;23.4826;63.0966;-947.1322;19.5594;-40.9576;119.1494;13.6744;-89.16;-23.2491;112.0006;104.7061;-61.7394;22.2658;-64.3333;-12.6319;-7.8707;-141.6352;-3275.8069;26.2758;2.9853;;154.0294;-12.6892;-2.3053;-1191.7383;23070.8688;48.6208;77.8423;42.2005;135.395;-73.9434;;-17.4317;;137.7237;15.4873;340.8963;44.2397;;1010122.1799;-51.497;-127.0923;-7.3695;42.6327;42.5043;;134.6744;18.5053;243.482;42.8249;473.0882;152.1821;-29.2917;;120.7237;-218.0071;;;9.7726;485.9371;67.0691;46.9195;1.8441;6.999;1339.2226;174.1502;32.7247;-23.5819;152.6921;-31.3093;88.5424;-24.8568;49.9365;56.9443;-470.6532;;-7.7091;1.9661;35.0929;59.1866;-35.8014;;81.0729;-25.7045;272.9434;;85.9723;216.6375;-6.6704;-14.2885;16.2916;24.5195;-87.4438;-62.7071;1128.9382;66.2177;75.2969;9.0444;-258.2226;264.7206;69.5347;89.2535;-392.0455;;238.3794;-9.2395;798.5002;-648.6915;46.4709;4.1196;-4.5323;180.8316;44.8973;-148.9301;;-6.0012;;380.0044;7.2319;;-8.0981
T-143;-21.8602;;-393.7691;40.2937;-27.4494;-39.9923;-705.6003;35.2058;-54.8175;-17.5696;49.904;107.877;1.8354;-57.8686;-49.3691;22.6482;;17.7762;10.6236;421.7487;20.3656;-118.2292;24.1351;59.2612;-911.8836;30.2208;-40.837;99.4721;13.1432;-89.0435;-30.1633;113.2894;106.5812;-59.5703;24.4927;-66.1975;-13.823;-10.3028;-142.3765;-2541.4485;27.2656;;-2432.8716;153.6351;-12.1379;-2.2276;-1193.2987;24891.2424;50.7811;78.1358;48.3153;140.6629;-74.097;;-16.2388;40.4876;136.4918;13.254;340.3107;43.3761;43.5207;1028780.7402;-48.5661;-127.3524;-7.0195;25.1721;53.6451;-90.8224;132.8656;18.6449;235.135;43.0438;;152.4468;-28.6243;2.1674;166.4333;-217.971;123.7858;-534.5825;10.8577;485.0485;;47.3479;1.9052;;1339.863;174.7873;;-22.7192;151.4868;-31.2878;89.0346;-25.0574;50.2459;56.0442;-470.8958;-53.8997;-8.4933;3.161;31.8463;66.4093;-36.4157;-23.6401;;-41.1214;271.682;120.2351;85.9726;;;-15.2842;14.6943;20.3653;-87.0995;-66.5379;1125.7948;65.9808;75.2117;8.9088;;265.8347;;-10.153;-297.3317;;17.0363;-9.6055;771.1418;-647.4932;61.1767;3.4953;-6.4298;61.3775;45.1772;-146.8568;258.9578;2.3014;377.8137;382.685;26.4862;8.9668;1888.8758
T-142;-28.1182;-209.1232;-391.2358;41.0053;-29.2132;-37.6911;-750.0589;35.3894;;-15.1445;46.8893;107.5267;1.2844;-57.5604;-50.4371;19.3044;33.5423;10.3288;10.7064;;20.2794;-113.6412;23.9813;68.7232;;;-40.9587;130.7216;12.6053;-89.4249;-25.1404;115.3385;96.6185;-54.6539;25.7756;-64.9092;-13.2164;4.4028;-141.0191;;19.5702;-4.5523;-2374.1637;134.2335;-10.8847;-2.0268;-1201.5712;26748.7169;48.6393;77.2478;49.3579;140.4526;-73.8405;-38.2467;-17.5994;50.669;138.3567;12.6437;344.2006;44.2541;42.1442;1004529.4596;-52.559;-127.5558;-2.7365;20.2153;53.9155;-80.5649;135.0532;18.6756;248.6197;43.1759;474.9632;142.7668;-28.5168;-2.1384;190.437;-218.7135;123.7921;-548.7667;10.919;485.0738;67.0396;46.9144;2.3234;6.992;1339.2013;174.0632;32.9835;;153.0374;-31.0532;88.7319;-24.9329;49.9836;55.9622;;-53.8441;-7.0953;-167.3648;35.1227;68.5324;-36.7449;-60.3445;68.9356;-26.0181;274.6235;120.1956;85.9732;216.2704;0.8684;-16.7109;;24.8401;-86.4115;-65.4008;1125.6992;66.6836;75.0582;21.2295;-246.3042;265.7503;71.3249;90.0688;;-29.1487;16.3701;1.9124;802.765;-670.4988;46.0741;3.6419;-7.911;177.7375;45.2021;-138.5503;;0.686;380.5684;376.0095;6.9985;38.8978;-41.8287
T-141;-23.4;-225.5203;-379.4721;42.6204;-27.8586;;-711.0051;36.3259;-54.7328;-18.5989;48.4343;107.6431;1.6583;-58.6855;-49.5321;22.9969;30.6456;9.1339;10.3729;422.3983;;-118.8489;23.7047;61.3365;-895.6569;23.3705;-40.948;68.4191;13.3583;-88.834;-31.0241;113.0326;93.2199;-60.2301;22.4699;-58.5727;-14.2955;;-135.7946;-3854.0865;26.1265;-3.8386;-2456.8425;153.9623;;-2.2921;-1192.5894;;47.9884;77.2944;45.1787;143.9409;-81.9709;-23.6106;-17.5613;49.6485;137.3528;14.5088;;42.6811;41.4739;1023199.7343;-51.8666;-126.3253;-6.7521;;68.4968;-90.7988;;18.6796;242.8591;43.099;477.7146;152.4797;-27.7583;-2.6156;62.8675;-218.7359;123.801;;10.9733;488.6863;67.0432;46.706;1.9003;7.0203;1347.4342;174.1491;32.155;-22.1992;;-31.2999;89.2058;-24.7694;49.8588;56.0055;-470.7615;-53.9127;-7.0681;22.0027;35.0937;117.4743;-36.565;-29.3202;78.5083;-25.8903;274.5392;122.2865;85.9724;216.4641;9.3428;-16.739;15.0536;18.8168;-87.1963;-43.564;1131.1001;58.1522;75.0805;4.0305;-260.8656;263.43;68.5867;97.7048;-400.0979;-27.3685;17.0424;-9.6672;799.2995;-655.8211;46.7895;3.9679;;179.9858;;-148.1369;257.7955;1.1332;335.2158;385.9608;7.2984;47.8117;5.1004
T-140;-21.4219;-209.1445;-394.6675;40.9606;-25.9452;-38.5197;-738.1616;35.4213;-54.4076;-20.5765;50.8017;107.4907;-0.5607;-62.5796;-49.0838;22.6688;33.8609;10.9285;10.6476;425.417;20.3517;-145.0862;21.2035;69.7863;-914.785;17.5023;-40.9357;125.603;12.6299;-89.4707;-20.8626;112.8562;143.6853;;20.9085;-65.5409;-13.122;;-140.9642;-2748.4953;;-3.7292;-2477.2229;;-12.4272;-2.4007;-1203.5928;25939.4579;48.738;77.8575;49.0004;140.7295;-73.387;-64.7912;;41.683;138.2282;13.7064;340.1873;43.2236;42.376;1032291.7775;-48.6305;;-22.437;;48.3211;-94.1084;129.4227;18.6492;241.5943;43.8412;477.0601;149.7461;-28.8447;-1.6409;184.6939;-219.7181;124.1946;-530.2767;10.9916;485.1933;;46.6306;;6.9549;;174.2098;32.2039;-23.8638;150.8902;-31.3072;89.3742;-24.8648;49.8841;55.9774;;-53.8466;-7.6549;3.375;34.9154;77.2285;-36.5839;;78.9762;-25.8255;273.9547;120.8658;85.9723;215.1068;2.9548;-17.2954;16.0893;19.8126;-87.0296;-63.3881;1127.9724;69.2306;76.7386;8.5924;-252.0545;264.6669;62.882;119.1381;-420.5194;-28.7568;19.0562;-13.914;721.3516;;46.229;4.1353;-8.0131;184.6669;45.0636;-144.931;256.9622;;222.1867;381.03;35.3394;49.2185;686.8401
T-139;-20.9096;-198.4904;-382.4999;36.9114;-28.1204;;-629.1294;;-55.8633;-21.6969;49.8478;108.0963;1.2721;-57.9761;-51.0127;22.0946;30.8043;5.2959;10.6917;425.2503;20.4834;-121.1075;23.5235;58.8292;-872.4478;22.9799;-40.962;243.9325;13.4153;-88.382;-25.6931;113.0566;93.4895;-62.0501;21.7376;;-13.6433;-1.2454;-140.0892;-3290.2716;24.9569;-1.6283;-2425.5727;154.6633;-12.5497;-1.1659;-1192.3526;24548.3299;50.4372;77.6239;47.9992;140.182;-73.8947;-26.8276;-17.3513;37.7506;137.3069;;;43.4057;41.7523;1020055.9831;;-119.85;-7.3886;24.4523;51.87;;127.3955;18.0672;241.427;43.0978;478.2399;152.453;-30.2175;-10.7135;160.4813;-218.4304;;336.4536;10.8128;490.7314;67.0606;46.8594;1.6232;6.5081;;174.2262;32.1089;-23.7656;149.6642;-31.2613;89.3701;-24.8046;49.9773;56.0507;-470.9544;;-7.1878;-14.0943;35.2224;64.3233;-36.4478;;80.252;-26.015;272.6543;120.1597;85.9722;216.6389;0.7535;-14.988;15.1328;119.4718;-83.756;;1240.6267;67.2334;75.3942;11.0729;-190.4368;264.3472;68.5415;86.2544;-389.188;-28.5861;16.2328;-22.9511;801.701;-645.4551;55.8327;4.1938;;180.9326;49.1074;-146.085;253.6236;2.9352;337.2751;371.7378;7.119;38.9177;-23.6855
T-138;-21.902;-213.9209;-386.0779;41.4354;-27.8471;-38.1336;-756.6995;35.3599;-54.3695;-17.1679;49.4913;107.786;;-60.9993;-49.5559;24.719;31.7779;6.82;10.6255;412.1132;20.4587;-115.9145;23.3038;68.9308;;19.7253;-40.9692;;12.2803;-88.5402;-22.5951;114.31;68.2857;-62.088;22.0249;-68.0365;-14.2923;-7.4264;-140.0618;-2656.7037;26.4901;-17.9613;-2264.1648;155.2593;-12.0338;-2.8059;-1191.8399;;48.4753;77.9965;32.6982;142.3768;-74.6199;-23.4958;-17.6262;38.4888;139.2269;12.4265;340.9036;43.6885;26.4479;1028516.0221;-47.7453;-127.0078;-7.8525;28.0956;46.2183;-331.5336;133.5349;;242.681;;473.57;151.1939;-27.8642;-1.4076;188.2402;-218.7853;123.894;-534.1886;;485.177;67.864;46.9347;1.8466;;;174.2035;;-23.9565;151.282;;88.9905;-24.9433;50.0168;55.9619;-471.0944;-53.9252;-6.9508;25.4801;35.0592;67.1353;;;57.9134;-25.5102;270.552;119.9827;;223.269;;-15.702;;12.8495;-86.9804;-70.1747;1128.4438;66.626;75.5088;14.5885;-247.7199;264.5223;66.0203;68.0875;-371.8787;-28.8245;16.4807;-9.7761;787.5773;-649.6228;47.3283;4.4924;;;45.0022;-146.8159;257.4767;1.5399;;;6.5707;20.2998;1098.0865
T-136;-23.4589;-219.1507;-390.1815;;-27.5212;-38.0079;-710.767;35.0388;-54.2923;-18.6377;50.6686;107.502;1.1501;-58.1531;-50.0464;20.4779;30.5901;8.4637;10.777;426.0724;20.3202;-124.6241;23.4893;61.3016;;17.3687;-40.9347;113.4791;14.4716;-88.3588;-21.2711;112.9848;86.1226;-56.1176;23.0673;-65.1569;-11.6375;-9.8786;-140.7282;-2175.8839;26.2276;-3.6354;-2441.057;149.0285;-10.1008;-2.506;-1192.2654;25424.0067;;77.12;49.7191;140.8955;-73.6051;-23.0382;-18.8742;41.4215;137.9858;13.6172;353.1228;43.5132;38.7718;1027266.557;-52.1392;;-8.6068;30.2684;52.3304;-102.4083;;23.3597;244.0092;43.1548;;152.5057;;39.8719;176.2723;-218.8456;123.7991;-525.7562;10.9056;485.1217;83.9074;47.0023;1.6983;7.2563;1339.4166;174.0151;34.1968;-23.7628;149.517;-31.2814;88.3144;-24.928;50.0344;56.0148;-471.172;;-7.91;22.1194;35.0795;;-36.503;-23.8761;77.5415;-24.3292;272.48;120.9218;85.9723;216.2563;-0.078;-14.7538;16.1008;;;-62.8356;1129.0372;;79.293;10.5936;-253.4216;264.034;68.4651;80.5643;-383.7665;-28.778;17.2971;-10.281;783.7422;-659.6933;57.6279;4.2626;-9.7073;;44.0617;-146.0253;256.652;1.7621;442.455;383.3132;6.0733;;-294.1346
T-135;-21.7941;-209.2742;-404.631;38.8291;-13.1481;-38.9806;-673.3648;35.61;-54.4134;27.8406;49.0879;107.5736;1.2693;-57.4591;-49.5722;22.3604;29.8909;;10.6758;426.7327;20.3276;-117.8135;23.8997;57.9861;-901.3808;18.8886;-40.9618;138.7949;;-88.6879;-24.225;111.4413;89.1674;-55.5303;22.066;41.4374;-14.0637;-3.7888;-140.5218;;98.9933;-6.5283;-2451.6077;153.0149;-11.5787;-0.2018;-1192.9828;25779.2475;49.815;77.646;52.6004;148.9312;-73.8127;-21.6146;-17.4397;41.9883;139.0421;15.1698;340.7403;42.7574;41.8296;1068941.9079;-50.2027;;-6.8397;24.797;100.5204;;124.9257;18.6338;243.1197;43.1;475.2649;;-28.4568;-1.8211;196.7461;-218.4085;122.9061;-513.8094;10.9328;486.0618;67.0502;46.9939;1.9861;7.0176;1339.5236;174.1722;32.4491;-19.7616;149.4107;-31.2751;;-24.8645;49.067;55.8742;-470.6067;;-7.8523;33.8515;36.5008;68.516;-34.9081;;78.6642;-25.7383;;120.8747;85.9709;218.2976;-6.5846;-16.4573;;19.7066;-87.962;;;66.4337;73.9378;-463.6582;-243.6983;263.8237;70.8516;87.9776;-390.8298;-32.3147;17.6527;-10.6302;827.611;-646.8873;51.6052;3.7033;-7.8543;;44.7451;-146.1103;256.9457;1.6067;407.7874;373.9057;8.8861;18.6194;-344.5549
T-134;-20.2427;-227.2569;;41.3425;-26.9409;-38.2336;-732.168;35.1083;-54.6896;-18.4144;47.4519;107.9144;;-56.3862;-49.6623;22.3135;30.2201;21.3967;10.7164;;20.9123;-121.8299;23.5045;68.0072;-910.9687;52.8956;-40.989;;14.1357;-87.142;-21.0421;113.2329;94.8695;-58.6504;19.7964;-65.1153;-13.8025;-6.4939;-141.6129;;26.2391;-3.2743;-2424.954;;-11.5862;-2.3207;-1184.829;;49.229;77.8854;;140.5136;-73.989;;;42.2093;138.4976;13.5547;339.3121;43.3322;42.909;1027467.8569;-51.5416;;8.3926;24.1412;54.6094;-103.0409;133.6356;18.7026;48.3054;43.3784;;152.2779;-29.9465;;;-218.6986;123.7916;-560.9284;10.6944;485.6489;67.1866;45.7951;1.9779;6.939;1339.2762;174.1694;32.2488;-23.2729;152.5438;-31.3164;88.9405;-25.1732;49.8933;55.9934;-470.9084;;-6.4133;1.874;34.9224;174.7341;-36.0736;-25.9301;79.9756;-23.0333;273.5226;120.548;85.9723;216.6486;0.7603;-15.8595;15.382;18.2219;-87.1698;-63.776;;66.9073;74.9033;9.3227;-257.2715;263.4018;70.6707;;;-28.749;17.1562;-9.4602;802.996;-648.6227;47.0347;4.0187;-8.6546;180.7765;46.168;-149.201;258.1739;2.1034;;381.42;7.1632;38.859;24.6305
